customer_id,total_buy_cnt,total_price
12395,-0.0530891749393183,-0.15148990292128100
12427,-0.06520384467699240,0.20596750382346700
12431,0.22554822902718500,0.9502066360066960
12471,-1.1312947815923100,-1.0243937494447000
12472,-0.1863505420537330,0.21208439393594600
12557,-0.9374600657895240,-1.043952046156280
12583,0.3588095961415990,0.38845035005457300
12600,-1.0949507723792900,-0.6786975734741610
12662,0.18920421981416300,0.05871584442046360
12682,-0.01674516572629620,0.7440438117435860
12686,-0.234809221004429,-0.5923260349760550
12712,-0.501331955233258,0.12715675653735200
12725,1.1462631290904100,1.69305437258494
12738,-0.4771026157579100,0.03088793232076960
12748,-1.0464920934285900,-1.0032340351500300
12779,-0.5497906341839540,-0.7076018482116740
12791,-1.034377423690920,-0.77228861746983
12793,-0.8163133684127830,-0.1216142765350060
12841,0.9766577527629760,0.7049009655731670
12855,-0.9132307263141760,-1.1405884088345500
12868,-0.234809221004429,-0.1321153754405510
12915,-0.1863505420537330,1.738182845131520
12921,-0.15000653284071100,-0.15629415567056800
12947,0.20131888955183700,0.23865217416697500
12967,0.11651620138811800,1.981283284794880
12971,-0.767854689462087,-1.1928051231423700
13011,-0.9738040750025460,-0.8990631340070210
13047,-1.022262753953240,-0.9519099142491750
13065,-0.07731851441466640,0.9263953942383730
13081,0.40726827509229500,-0.6353542877415250
13090,-0.7920840289374350,-1.0515128373682700
13093,0.055942852699748100,0.7524971963625500
13108,-0.24692389074210300,-0.7519689910876010
13117,0.2376628987648590,-0.5097611448312080
13138,0.16497488033881500,-0.11187450730011300
13255,-0.5740199736593020,-0.4567305953582070
13295,-1.2039828000183500,-1.1828815846766300
13305,-0.9738040750025460,-1.1164096286045400
13370,2.927119580528500,3.1087862742832400
13402,0.3588095961415990,0.12119738290845600
13408,-0.028859835463970200,-0.1677141007303480
13418,0.7101350185341470,1.0753534822135300
13448,0.34669492640392500,0.6888080315004200
13468,0.6011029908950800,1.7896119770214300
13491,-0.42864393680721400,-0.3178535623323760
13520,-0.767854689462087,0.39312333906754000
13576,0.1044015316504440,-0.19281172711460000
13694,-0.6345933223476730,-0.9615446724950130
13715,0.4436122843053180,0.2226642510832830
13747,-1.2403268092313700,-0.9806041670085760
